,sitio,sum_bytes,latitud,longitud,consumed_data,normalized
608,19-06040,151029604756,25.641661999998774,-100.32202000000643,151.0 GB,0.013702612284510755
609,19-06041,86386102102,25.664829999999515,-100.33035900000843,86.4 GB,0.007123732562256742
610,19-06042,357049522461,25.667378000000923,-100.31581399998464,357.0 GB,0.03466961133814259
611,19-06044,738250919192,25.66560300000118,-100.31682299998002,738.3 GB,0.07346512884702097
612,19-06045,427113532456,25.7716383000003,-100.1043700999918,427.1 GB,0.04180014535457844
613,19-06048,192656334855,25.577317000001532,-100.24515999999525,192.7 GB,0.01793903573479708
614,19-06049,307369517516,25.743052000002397,-100.31317899999294,307.4 GB,0.02961359234604802
615,19-06058,614185746019,25.71994700000305,-100.2192400000052,614.2 GB,0.060838804181501366
616,19-06202,1221751979909,25.67663900000477,-100.31448499998709,1.2 TB,0.1226718579604619
617,19-06204,1003975256783,25.667316000004423,-100.31329499999994,1.0 TB,0.10050834873013535
618,24-03171,66794108034,23.828474999994743,-100.52342999997299,66.8 GB,0.005129821848872611
